2_laptop_0_hammer_0_desert01.jpg,"mousetrap"
2_laptop_0_hammer_0_desert02.jpg,"mouse, computer mouse"
2_laptop_0_hammer_0_desert03.jpg,"iPod"
2_laptop_0_hammer_0_desert04.jpg,"tile roof"
2_laptop_0_hammer_0_desert05.jpg,"mousetrap"
2_laptop_0_hammer_0_desert06.jpg,"computer keyboard, keypad"
2_laptop_0_hammer_0_desert07.jpg,"jeep, landrover"
2_laptop_0_hammer_0_desert08.jpg,"iPod"
2_laptop_0_hammer_0_desert09.jpg,"tile roof"
2_laptop_0_hammer_0_desert10.jpg,"tile roof"
2_laptop_0_hammer_0_desert11.jpg,"Band Aid"
2_laptop_0_hammer_0_desert12.jpg,"tile roof"
2_laptop_0_hammer_0_desert13.jpg,"pencil sharpener"
2_laptop_0_hammer_0_desert14.jpg,"trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi"
2_laptop_0_hammer_0_desert15.jpg,"jeep, landrover"
2_laptop_0_hammer_0_desert17.jpg,"pencil sharpener"
2_laptop_0_hammer_0_desert18.jpg,"pencil box, pencil case"
2_laptop_0_hammer_0_desert19.jpg,"modem"
2_laptop_0_hammer_0_desert20.jpg,"castle"
2_laptop_0_hammer_0_desert21.jpg,"harvester, reaper"
2_laptop_0_hammer_0_desert22.jpg,"jeep, landrover"
2_laptop_0_hammer_0_desert23.jpg,"jeep, landrover"
2_laptop_0_hammer_0_desert24.jpg,"pencil sharpener"
2_laptop_0_hammer_0_desert25.jpg,"pencil sharpener"
2_laptop_0_hammer_0_forest01.jpg,"electric locomotive"
2_laptop_0_hammer_0_forest02.jpg,"ambulance"
2_laptop_0_hammer_0_forest03.jpg,"park bench"
2_laptop_0_hammer_0_forest04.jpg,"mobile home, manufactured home"
2_laptop_0_hammer_0_forest05.jpg,"street sign"
2_laptop_0_hammer_0_forest06.jpg,"street sign"
2_laptop_0_hammer_0_forest07.jpg,"scoreboard"
2_laptop_0_hammer_0_forest08.jpg,"park bench"
2_laptop_0_hammer_0_forest09.jpg,"street sign"
2_laptop_0_hammer_0_forest10.jpg,"freight car"
2_laptop_0_hammer_0_forest11.jpg,"boathouse"
2_laptop_0_hammer_0_forest12.jpg,"freight car"
2_laptop_0_hammer_0_forest13.jpg,"mobile home, manufactured home"
