sky25.jpg_laptop, 0.111111, 1, 9
desert09.jpg_hummingbird, 0.000000, 0, 10
desert07.jpg_power drill, 0.000000, 0, 9
forest17.jpg_tarantula, 0.111111, 1, 9
sky05.jpg_taxi, 0.000000, 0, 9
forest14.jpg_taxi, 0.222222, 2, 9
forest20.jpg_laptop, 0.000000, 0, 9
sky11.jpg_hammer, 0.000000, 0, 9
sky24.jpg_taxi, 0.000000, 0, 9
desert22.jpg_toaster, 0.444444, 4, 9
sky04.jpg_taxi, 0.000000, 0, 9
forest20.jpg_taxi, 0.111111, 1, 9
forest12.jpg_shovel, 0.400000, 4, 10
forest10.jpg_taxi, 0.222222, 2, 9
forest21.jpg_hammer, 0.000000, 0, 9
sky04.jpg_laptop, 0.444444, 4, 9
forest09.jpg_power drill, 0.222222, 2, 9
sky20.jpg_shovel, 0.000000, 0, 10
forest12.jpg_tarantula, 0.333333, 3, 9
forest17.jpg_hammer, 0.000000, 0, 9
forest03.jpg_tarantula, 0.111111, 1, 9
sky06.jpg_toaster, 0.111111, 1, 9
forest23.jpg_hummingbird, 0.000000, 0, 10
sky07.jpg_hummingbird, 0.500000, 5, 10
forest19.jpg_taxi, 0.333333, 3, 9
forest02.jpg_shovel, 0.000000, 0, 10
desert01.jpg_power drill, 0.222222, 2, 9
sky17.jpg_taxi, 0.000000, 0, 9
sky01.jpg_tarantula, 0.222222, 2, 9
desert01.jpg_toaster, 0.333333, 3, 9
forest13.jpg_tarantula, 0.222222, 2, 9
desert09.jpg_taxi, 0.000000, 0, 9
forest17.jpg_power drill, 0.000000, 0, 9
desert24.jpg_tarantula, 0.111111, 1, 9
sky09.jpg_taxi, 0.111111, 1, 9
sky17.jpg_laptop, 0.333333, 3, 9
desert06.jpg_laptop, 0.666667, 6, 9
sky08.jpg_hummingbird, 0.300000, 3, 10
sky15.jpg_shovel, 0.000000, 0, 10
desert21.jpg_toaster, 0.444444, 4, 9
forest06.jpg_hummingbird, 0.000000, 0, 10
sky11.jpg_laptop, 0.333333, 3, 9
desert23.jpg_laptop, 0.444444, 4, 9
sky22.jpg_taxi, 0.000000, 0, 9
forest25.jpg_taxi, 0.444444, 4, 9
desert01.jpg_tarantula, 0.444444, 4, 9
desert13.jpg_power drill, 0.000000, 0, 9
sky10.jpg_power drill, 0.000000, 0, 9
forest10.jpg_power drill, 0.000000, 0, 9
sky21.jpg_toaster, 0.111111, 1, 9
sky10.jpg_laptop, 0.333333, 3, 9
forest04.jpg_tarantula, 0.000000, 0, 9
sky11.jpg_hummingbird, 0.500000, 5, 10
sky14.jpg_toaster, 0.111111, 1, 9
sky24.jpg_flamingo, 0.444444, 4, 9
sky11.jpg_power drill, 0.000000, 0, 9
sky08.jpg_laptop, 0.222222, 2, 9
desert25.jpg_flamingo, 0.666667, 6, 9
desert04.jpg_tarantula, 0.000000, 0, 9
desert22.jpg_power drill, 0.222222, 2, 9
desert14.jpg_power drill, 0.111111, 1, 9
sky22.jpg_hammer, 0.111111, 1, 9
forest15.jpg_flamingo, 0.000000, 0, 9
sky13.jpg_toaster, 0.111111, 1, 9
forest09.jpg_toaster, 0.333333, 3, 9
desert14.jpg_laptop, 0.333333, 3, 9
desert15.jpg_shovel, 0.000000, 0, 10
sky14.jpg_taxi, 0.000000, 0, 9
forest23.jpg_hammer, 0.000000, 0, 9
sky22.jpg_flamingo, 0.555556, 5, 9
sky24.jpg_tarantula, 0.111111, 1, 9
desert02.jpg_hammer, 0.222222, 2, 9
desert10.jpg_tarantula, 0.111111, 1, 9
desert24.jpg_hummingbird, 0.300000, 3, 10
forest10.jpg_tarantula, 0.444444, 4, 9
desert08.jpg_toaster, 0.333333, 3, 9
sky15.jpg_power drill, 0.000000, 0, 9
forest11.jpg_shovel, 0.200000, 2, 10
forest14.jpg_power drill, 0.000000, 0, 9
desert19.jpg_flamingo, 0.000000, 0, 9
desert12.jpg_tarantula, 0.666667, 6, 9
sky19.jpg_hummingbird, 0.500000, 5, 10
sky25.jpg_hummingbird, 0.200000, 2, 10
forest15.jpg_hammer, 0.000000, 0, 9
sky23.jpg_hummingbird, 0.600000, 6, 10
desert14.jpg_toaster, 0.222222, 2, 9
forest25.jpg_hammer, 0.000000, 0, 9
forest22.jpg_toaster, 0.222222, 2, 9
desert11.jpg_toaster, 0.111111, 1, 9
sky10.jpg_toaster, 0.111111, 1, 9
forest01.jpg_taxi, 0.333333, 3, 9
desert17.jpg_laptop, 0.777778, 7, 9
sky18.jpg_tarantula, 0.000000, 0, 9
sky04.jpg_power drill, 0.000000, 0, 9
forest05.jpg_taxi, 0.222222, 2, 9
forest20.jpg_shovel, 0.100000, 1, 10
sky10.jpg_tarantula, 0.111111, 1, 9
sky06.jpg_power drill, 0.000000, 0, 9
forest14.jpg_shovel, 0.700000, 7, 10
forest09.jpg_flamingo, 0.777778, 7, 9
sky23.jpg_tarantula, 0.111111, 1, 9
desert24.jpg_taxi, 0.000000, 0, 9
forest08.jpg_toaster, 0.222222, 2, 9
sky12.jpg_shovel, 0.000000, 0, 10
desert23.jpg_hammer, 0.000000, 0, 9
desert04.jpg_flamingo, 0.000000, 0, 9
forest08.jpg_hammer, 0.000000, 0, 9
sky22.jpg_toaster, 0.111111, 1, 9
sky14.jpg_laptop, 0.333333, 3, 9
forest06.jpg_flamingo, 0.333333, 3, 9
forest05.jpg_toaster, 0.222222, 2, 9
forest16.jpg_taxi, 0.666667, 6, 9
sky21.jpg_hummingbird, 0.700000, 7, 10
sky22.jpg_tarantula, 0.111111, 1, 9
sky07.jpg_toaster, 0.111111, 1, 9
sky07.jpg_shovel, 0.000000, 0, 10
forest06.jpg_laptop, 0.222222, 2, 9
sky19.jpg_shovel, 0.000000, 0, 10
forest14.jpg_hammer, 0.111111, 1, 9
sky24.jpg_shovel, 0.000000, 0, 10
sky04.jpg_shovel, 0.000000, 0, 10
desert20.jpg_hummingbird, 0.000000, 0, 10
desert04.jpg_hammer, 0.000000, 0, 9
forest19.jpg_hummingbird, 0.000000, 0, 10
forest23.jpg_power drill, 0.000000, 0, 9
forest20.jpg_hammer, 0.000000, 0, 9
forest13.jpg_toaster, 0.444444, 4, 9
desert03.jpg_power drill, 0.222222, 2, 9
desert12.jpg_flamingo, 0.000000, 0, 9
sky20.jpg_hammer, 0.111111, 1, 9
forest03.jpg_toaster, 0.222222, 2, 9
desert15.jpg_tarantula, 0.111111, 1, 9
sky14.jpg_tarantula, 0.111111, 1, 9
sky19.jpg_laptop, 0.222222, 2, 9
forest07.jpg_flamingo, 0.777778, 7, 9
desert20.jpg_power drill, 0.000000, 0, 9
desert13.jpg_hummingbird, 0.100000, 1, 10
sky13.jpg_laptop, 0.111111, 1, 9
sky25.jpg_flamingo, 0.111111, 1, 9
forest17.jpg_laptop, 0.222222, 2, 9
desert15.jpg_laptop, 0.333333, 3, 9
forest02.jpg_toaster, 0.222222, 2, 9
